#{"t_start": 1761630071.150025, "env_id": "None"}
r,l,t
100.0,415,694.169275
120.55,1024,694.740044
100.3,430,695.04391
100.0,858,695.537094
-125.0,1539,699.425329
100.0,414,699.755159
-125.0,1950,700.375741
126.8,886,700.813281
101.35,904,701.266151
75.0,858,701.707599
-125.15,1167,702.275809
126.0,418,702.574807
126.2,759,703.034603
-74.15,991,707.00924
110.3,854,707.478988
-97.55,1759,708.229623
125.0,858,708.660799
100.0,559,708.994855
100.0,858,709.460838
75.0,414,709.761639
125.9,766,710.222537
125.75,808,710.68552
75.85,1400,714.744424
100.65,409,715.038784
125.0,858,715.52988
100.0,414,715.830672
100.0,414,716.15368
100.9,425,716.48796
-52.95,655,716.916602
125.0,858,717.406833
95.55,1250,718.00415
100.0,415,718.288309
126.85,1441,722.328128
100.0,415,722.7058
-43.2,1542,723.452591
100.0,415,723.733442
125.85,814,724.196703
100.0,415,724.497469
-96.2,1754,725.061688
75.65,860,725.4966
75.0,415,725.781177
100.0,858,726.259734
-98.7,920,730.017857
136.3,946,730.57524
77.2,1916,731.388579
101.9,424,731.670999
99.625,1288,732.280454
100.0,414,732.56292
125.0,414,732.877106
75.15,873,733.384755
126.85,764,733.826647
100.0,858,737.781962
120.55,774,738.288391
101.0,829,738.756553
-68.4,1091,739.156582
100.0,414,739.435259
99.55,858,739.898508
125.0,415,740.190436
100.0,858,740.684217
128.8,786,741.128199
100.0,858,741.602284
100.0,858,742.070981
100.9,412,746.011578
75.0,858,746.564366
75.0,414,746.871805
75.85,1008,747.427949
75.0,858,747.886104
125.0,858,748.350551
-100.25,1092,748.889116
100.0,414,749.18074
125.75,419,749.50634
74.625,859,750.015935
100.15,425,750.326663
100.75,742,754.240654
75.75,786,754.767334
75.0,415,755.079177
-96.55,1315,755.553232
75.0,414,755.837832
100.0,858,756.310505
100.9,939,756.800558
-75.0,996,757.309509
100.0,415,757.603315
75.0,858,758.099752
111.2,438,758.413343
126.75,416,758.747041
100.0,414,762.694557
100.0,415,763.051946
-125.0,893,763.447463
75.0,414,763.727036
73.825,1033,764.26867
100.0,414,764.561646
-125.0,1111,764.98722
100.0,858,765.424892
100.9,411,765.71721
125.0,858,766.206182
125.0,415,766.510775
135.4,445,766.84981
75.0,415,767.186216
100.9,410,771.0187
110.15,1730,771.619148
-86.55,2104,772.443527
100.0,858,772.868256
101.65,423,773.151959
99.55,858,773.608788
127.75,1036,774.131529
100.0,415,774.43015
99.55,858,778.368032
100.0,858,778.881129
125.0,414,779.189283
125.0,340,779.493118
125.0,340,779.796487
100.0,858,780.318402
100.75,422,780.622208
125.0,415,780.95036
-101.9,1350,781.446768
100.0,414,781.729747
125.0,340,782.010946
100.0,415,782.348568
146.45,440,782.694468
100.0,415,783.035806
100.0,858,787.097203
100.0,858,787.636749
-124.65,1472,788.317965
100.0,414,788.601235
99.575,1826,789.394987
100.9,411,789.672735
-125.0,2000,790.268933
-67.55,1658,794.113724
100.0,415,794.452537
-75.0,707,794.913059
100.0,858,795.395523
100.9,411,795.692098
75.75,1235,796.317364
100.45,767,796.740297
-123.35,1068,797.284109
-125.0,2142,801.129327
100.65,988,801.731671
100.0,858,802.201585
-125.0,1141,802.605015
100.0,414,802.87981
-48.8,2700,803.926424
-125.0,854,804.247626
100.0,414,804.527633
-73.7,1140,808.440753
125.65,426,808.75777
76.0,418,809.090707
100.0,858,809.598338
106.6,457,809.916661
100.0,414,810.24115
75.15,858,810.75237
100.0,858,811.227779
100.0,414,811.53344
-100.0,799,812.012844
100.0,414,812.319882
125.65,410,812.648603
100.0,414,812.987092
100.0,414,813.326246
-103.55,1611,817.679285
125.0,858,818.129203
100.0,414,818.424647
100.0,340,818.712612
100.0,858,819.22276
75.9,410,819.520715
-124.15,1476,820.040287
125.85,819,820.459932
102.8,706,820.86393
101.0,426,821.172689
100.0,414,825.00179
125.0,340,825.364733
-82.9,1983,826.030685
125.0,858,826.464422
95.55,1579,827.142042
100.0,414,827.424295
135.4,841,827.889697
-124.15,2175,831.716974
-125.0,1796,832.385923
100.0,414,832.670968
-75.45,847,833.154263
146.1,765,833.588744
100.0,414,833.891355
100.75,421,834.219623
101.3,873,834.732238
75.0,1221,835.325916
100.0,858,835.786541
125.0,340,836.057433
-125.0,882,839.980342
-49.15,2700,840.746674
99.55,858,841.173025
100.0,414,841.455204
-124.25,1295,841.893477
100.0,414,842.170449
75.0,858,842.621855
100.0,415,842.913769
-68.5,1702,846.97195
-114.6,1164,847.392271
-97.8,1204,847.933135
100.0,414,848.210813
100.15,427,848.52142
-125.0,670,848.948727
100.0,414,849.261807
100.0,858,849.771484
-125.0,1614,853.593602
100.0,858,854.177259
125.0,858,854.656516
145.55,1080,855.20125
100.0,340,855.468273
100.15,414,855.791753
120.55,441,856.136553
100.0,858,856.641704
100.0,858,857.116963
100.0,858,857.587017
75.0,858,858.058264
75.0,858,862.03185
-123.5,2254,862.75687
141.75,1061,863.255148
101.0,415,863.535839
167.0,816,863.994549
120.375,952,864.495838
100.0,414,864.794373
100.0,414,865.122216
126.75,756,865.597465
100.0,414,865.911568
101.0,972,869.999328
75.0,415,870.316742
100.15,422,870.64963
100.0,340,870.956402
75.0,414,871.295854
100.45,936,871.842071
-64.05,1464,872.512915
101.0,415,872.792022
74.35,1274,873.414905
-125.0,1182,873.975145
100.0,414,874.261389
100.0,415,878.106551
-124.0,880,878.531159
75.0,858,878.98636
75.0,858,879.443785
100.0,414,879.743834
100.0,858,880.241492
100.0,415,880.544786
100.0,415,880.872341
-123.35,1249,881.348602
125.0,340,881.60465
100.0,414,881.925067
100.0,414,882.258514
100.0,415,882.597409
-125.0,1442,886.711557
100.0,415,887.01957
-125.0,1127,887.455861
100.0,858,887.889655
